,feature importance,biomolecule
101,0.000844958519377124,PC 33:3_RT_20.236
102,0.001087489678460951,PC 36:6_RT_20.245
103,0.002679741465543179,PC 18:2_20:5_RT_20.256
104,0.0004053521912231884,PC 38:8_RT_20.259
105,0.0032742189363449076,PC 18:3_18:2_RT_20.263
106,0.0019336740116935153,PC 29:0_RT_20.286
107,0.0005858980155185788,PC 33:3_RT_20.321
108,0.004226960682791517,SM d36:3_RT_20.353
109,0.001789362693178911,PC 32:2_RT_20.361
110,0.001384387026449716,PC 34:5_RT_20.361
111,0.0010906587650773702,PC 36:7_RT_20.368
112,0.00188595071092011,PC 14:0_20:4_RT_20.369
113,0.0013610288028892681,PI 18:2_18:1_RT_20.436
114,0.0016532388625411884,PI 38:5_RT_20.439
115,0.0008663235713419309,PC 38:7_RT_20.506
116,0.0017260552144273075,SM d35:2_RT_20.586
117,0.0008132257581461987,PC 15:0_16:1_RT_20.626
118,0.0,PC 38:8_RT_20.644
119,0.0006704378797402053,PC 16:1_20:4_RT_20.646
120,0.001056521752592321,PC 16:1_18:2_RT_20.653
121,0.0013251892321659764,PC 36:6_RT_20.655
122,0.0018124457625786905,PI 36:3_RT_20.661
123,0.0006084982172533474,PI 38:5_RT_20.722
124,0.001072766540916187,PC 34:4_RT_20.736
125,0.0013557651960078648,SM d33:0_RT_20.755
126,0.00026817515189608214,PC 35:4_RT_20.797
127,0.0019276897982980522,PC 42:10_RT_20.814
128,0.0008224214690465415,PC 36:6_RT_20.819
129,0.0010619801317475726,PI 17:0_18:2_RT_20.852
130,0.0012148842518199562,PE 18:1_18:1_RT_20.883
131,0.000705093973147829,PC 37:6_RT_20.919
132,0.0033288357528042578,PC 40:8_RT_20.931
133,0.0010540671005787288,SM d34:1_RT_20.942
134,0.0010217565285577583,PC 34:3_RT_20.951
135,0.000799368241228706,PC 16:0_20:5_RT_20.978
136,0.0031490082141685406,PC 14:0_16:0_RT_21.017
137,0.0022384827309587917,PI 16:0_18:1_RT_21.06
138,0.0031478371992447866,PC 15:0_18:2_RT_21.062
139,0.004776506567953413,PC 15:0_20:4_RT_21.064
140,0.001696800999126581,PC 37:7_RT_21.069
141,0.0,PC 18:2_18:2_RT_21.077
142,0.0004597288318218552,PC 18:2_20:4_RT_21.079
143,0.002867019176491282,PC 44:9_RT_21.117
144,0.0008633750029098875,PC 34:3_RT_21.162
145,0.0012184942417500554,PC 39:7_RT_21.174
146,0.0012173821727561513,PC 42:9_RT_21.184
147,0.0035143970942084555,DG 12:0_18:3_RT_21.189
148,0.0014246804944479364,PC 40:9_RT_21.201
149,0.0001149322079554638,DG 12:0_14:0_RT_21.212
150,0.0,PC 40:7_RT_21.242
151,0.0010203861366652064,PC 37:5_RT_21.269
152,0.0013060134402970126,SM d36:2_RT_21.272
153,0.0019119256809713913,PE 16:0_18:3_RT_21.276
154,0.00045161440510277693,PE 16:0_20:5_RT_21.288
155,0.0015147382570694032,PC 17:1_18:2_RT_21.3
156,0.0023286366675981194,PC 32:1_RT_21.303
157,0.0,PC 34:4_RT_21.303
158,0.0013069547953268887,SM d35:1_RT_21.346
159,0.0029350034982747876,PI 40:6_RT_21.364
160,0.0028492904880516733,PC 35:6_RT_21.377
161,0.0035874010578741357,PC 39:5_RT_21.387
162,0.0033217207288356644,Plasmanyl-PC O-36:5_RT_21.406
163,0.0028735500828524084,PC 33:4_RT_21.412
164,0.0022024414339884514,PC 38:7_RT_21.412
165,0.0017432131424915053,PC 36:4_RT_21.431
166,0.003930807176612145,PC 31:0_RT_21.444
167,0.0018740777296656678,PE 38:6_RT_21.449
168,0.0019677208132216624,SM d34:0_RT_21.47
169,0.0035285991972423027,PI 18:2_18:0_RT_21.475
170,0.00280119931777527,PC 20:4_20:3_RT_21.475
171,0.0029314875981104947,PI 18:0_20:4_RT_21.484
172,0.0014551369508529846,SM d38:3_RT_21.495
173,0.0027522329734468143,PC 35:6_RT_21.502
174,0.0006704378797402052,PC 35:3_RT_21.517
175,0.0019063371817349792,PS 16:0_18:1_RT_21.533
176,0.0006764239322378856,PC 40:9_RT_21.581
177,0.0006582294831988836,PC O-36:5_RT_21.616
178,0.0014602817540394037,PC 37:5_RT_21.632
179,0.0019542466054093964,SM d35:1_RT_21.643
180,0.0009605602253764299,PC 15:0_16:0_RT_21.664
181,0.0015570392314578365,PC 16:0_20:4_RT_21.713
182,0.0011474159944172173,PC 16:0_18:2_RT_21.735
183,0.0013408757594804107,Plasmanyl-PC O-36:5_RT_21.774
184,0.0014155468631572355,PC 18:1_22:6_RT_21.797
185,0.0016223440762334106,SM d36:1_RT_21.82
186,0.0020963754452126547,PC 38:7_RT_21.824
187,0.0010686598553130407,Plasmanyl-PC O-30:0_RT_21.834
188,0.0012773855099436487,PC O-35:3_RT_21.843
189,0.0026070698264833753,PI 18:0_20:3_RT_21.881
190,0.0011518829576285113,PC 35:3_RT_21.905
191,0.0023217405836744886,PC 35:6_RT_21.906
192,0.001400385442711814,PC 38:5_RT_21.91
193,0.00043124863678342977,Plasmanyl-PC O-38:6_RT_21.914
194,0.0012914361751571052,PC 42:8_RT_21.917
195,0.0008597077063080691,PS 36:2_RT_21.941
196,0.0009137361860740057,PC 18:2_18:1_RT_21.944
197,0.001875956294560946,PC 40:7_RT_21.948
198,0.0003220496243752059,PC 33:1_RT_21.951
199,0.00676075906982542,SM d37:2_RT_21.974
200,0.0022272468784096684,Plasmenyl-PE P-16:0_20:5_RT_21.988
201,0.00449578719706813,PC 39:6_RT_21.993
202,0.0008807659970450668,DG 12:0_18:2_RT_21.999
203,0.001846388186531016,PI 16:0_18:0_RT_22.017
204,0.0009609643583354413,PC 17:0_18:3_RT_22.021
205,0.001087227553844208,Plasmenyl-PC P-16:0_16:1_RT_22.022
206,0.0023168861316213278,PC 36:5_RT_22.026
207,0.004539140551749841,PE 16:0_20:4_RT_22.05
208,0.0016721509471167475,PC 42:8_RT_22.056
209,0.005942764990082589,PS 18:2_18:2_RT_22.062
210,0.0026309641471964416,PE 16:0_18:2_RT_22.063
211,0.001364761833690542,PC 31:2_RT_22.064
212,0.0036412360720063036,PC 37:7_RT_22.084
213,0.0004884618838107212,PC O-36:4_RT_22.086
214,0.003223507658609569,PE 18:1_22:6_RT_22.094
215,0.0016159875431867338,PC 18:1_22:5_RT_22.095
216,0.002021103096242039,Plasmanyl-PC O-32:1_RT_22.112
217,0.0048671847529846764,PC 17:0_20:4_RT_22.14
218,0.002586898698988835,PC 17:0_18:2_RT_22.153
219,0.0006697122976192744,PC 38:6_RT_22.155
220,0.0019645363663620195,PC 37:5_RT_22.156
221,0.0008799497171590195,PC 16:0_20:3_RT_22.161
222,0.0012871547755268686,Plasmenyl-PE P-18:1_20:5_RT_22.164
223,0.001120166482683582,Plasmenyl-PC P-16:0_22:6_RT_22.172
224,0.00037712130735386546,PC 39:6_RT_22.203
225,0.000502828409805154,PC 40:6_RT_22.209
226,0.0017280784049027833,PC 35:5_RT_22.224
227,0.0008548082966687617,PI 18:1_18:0_RT_22.232
228,0.0029175708644230336,PE 38:5_RT_22.233
229,0.0017009541584746884,PC 40:8_RT_22.254
230,0.00323103129221252,PC 33:3_RT_22.262
231,0.0014948757885843505,PE 18:2_18:1_RT_22.266
232,0.0007925533506928852,PC 38:5_RT_22.276
233,0.001299713864709303,DG 14:1_18:2_RT_22.279
234,0.0003352189398701026,Plasmanyl-PC O-38:6_RT_22.306
235,0.0016493474249503646,SM d36:1_RT_22.311
236,0.00024052117957947488,PC 16:0_16:0_RT_22.328
237,0.00040087648410781806,PC 40:7_RT_22.336
238,0.00047688884898187213,Plasmanyl-PC O-36:5_RT_22.337
239,0.00127383197150639,Plasmenyl-PC P-16:0_20:4_RT_22.338
240,0.0009185869650985933,PC 38:4_RT_22.339
241,0.002296668761785041,PC O-40:7_RT_22.343
242,0.005778314684025754,PC 37:4_RT_22.345
243,0.00136192671076392,PC 35:2_RT_22.357
244,0.0034546724336247192,Plasmanyl-PC O-34:3_RT_22.376
245,0.0023041578280976367,Plasmenyl-PC P-16:0_18:2_RT_22.378
246,0.0016374155909039622,PE 18:1_22:5_RT_22.405
247,0.0010020651881116995,PC 40:6_RT_22.445
248,0.0010090193199128329,PC O-40:6_RT_22.452
249,0.00140036068900638,PC 33:1_RT_22.457
250,0.001193526774922124,Plasmanyl-PC O-31:0_RT_22.46
251,0.0037537066855232296,Plasmanyl-PC O-16:0_20:4_RT_22.462
252,0.0008452306126724732,PI 18:0_20:2_RT_22.466
253,0.00260342922309702,PE 36:3_RT_22.469
254,0.00022063208109719692,DG 14:0_18:3_RT_22.47
255,0.0016360969849341944,Plasmanyl-PC O-16:0_18:2_RT_22.48
256,0.0008959488029255469,PC 39:5_RT_22.483
257,0.0,PC 37:3_RT_22.493
258,0.0026419593801062535,Plasmanyl-PC O-38:6_RT_22.494
259,0.0014315558274718798,Plasmenyl-PC P-38:5_RT_22.497
260,0.0011591959156218646,PC 36:3_RT_22.509
261,0.0018628595372781427,Plasmenyl-PE P-16:0_22:6_RT_22.524
262,0.00216689253398674,PC 36:4_RT_22.532
263,0.001106699218874321,PC 16:0_18:1_RT_22.556
264,0.0024390145269821708,PC 35:5_RT_22.592
265,0.0004931586326935162,PE 38:5_RT_22.592
266,0.0017775250952991168,PC 16:0_22:4_RT_22.611
267,0.005947347070103839,SM d38:2_RT_22.612
268,0.0010083643572015666,Plasmenyl-PC P-38:4_RT_22.616
269,0.0029214243083531305,Plasmanyl-PC O-38:5_RT_22.618
270,0.0013814776605474276,Plasmanyl-PC O-36:3_RT_22.645
271,0.001281780091629613,Plasmenyl-PC P-18:0_18:2_RT_22.645
272,0.0018369755022227998,PE 38:4_RT_22.648
273,0.001435670078078227,PE 17:0_20:4_RT_22.654
274,0.0014109158328970087,DG 28:0_RT_22.656
275,0.001441306995342563,SM d37:1_RT_22.66
276,0.003304950121008921,PE 17:0_18:2_RT_22.672
277,0.0008711234862418754,PC 37:7_RT_22.684
278,0.0032980500707933645,PC 16:0_17:0_RT_22.686
279,0.0,PS 18:1_18:0_RT_22.687
280,0.0,DG 16:1_18:3_RT_22.689
281,0.000251414204902577,Plasmenyl-PE P-18:1_22:6_RT_22.691
282,0.0010497645748563738,Plasmenyl-PE P-16:0_20:4_RT_22.692
283,0.0012403100775193803,SM d42:6_RT_22.699
284,0.0019331384187947624,SM d40:3_RT_22.716
285,0.002813844604001446,Plasmenyl-PE P-16:0_18:2_RT_22.736
286,0.0005411391457903086,PC 39:5_RT_22.748
287,0.001795833888857145,PC 17:0_20:3_RT_22.751
288,0.0011699141001466585,PC 38:5_RT_22.755
289,0.002162162162162162,SM d36:0_RT_22.758
290,0.003222592031463299,Plasmanyl-PC O-36:4_RT_22.759
291,0.0013758397479327698,Plasmenyl-PC P-36:3_RT_22.761
292,0.0012951054811519928,PC O-40:6_RT_22.763
293,0.001147674305963878,Plasmenyl-PC P-18:0_22:5_RT_22.764
294,0.00169792076768821,Plasmanyl-PC O-40:6_RT_22.804
295,0.0013476520406552773,PC 39:5_RT_22.818
296,0.0020392485508764577,PE O-36:3_RT_22.824
297,0.003593285337471382,Plasmenyl-PC P-18:0_22:5_RT_22.836
298,0.0011806797853309479,Plasmanyl-PC O-38:6_RT_22.844
299,0.00285959073647172,DG 30:1_RT_22.848
300,0.003837828073882134,Plasmenyl-PE P-38:5_RT_22.849
301,0.0004301976394999653,PC 42:7_RT_22.86
302,0.004057908874392922,PE 16:0_18:1_RT_22.866
303,0.0016305586929821936,PC O-36:3_RT_22.866
304,0.001585069864139631,PE 16:0_22:4_RT_22.895
305,0.0026854227404886277,PC 18:0_20:4_RT_22.908
306,0.007356337860555983,SM d37:1_RT_22.944
307,0.00018665600060948942,PC 18:2_18:0_RT_22.946
308,0.0009707486818869926,Plasmenyl-PE P-38:4_RT_22.95
309,0.0005028284098051541,Plasmenyl-PE P-18:0_18:2_RT_22.986
310,0.0016315458665519854,PC 38:5_RT_22.988
311,0.000883541348657628,Plasmenyl-PC P-16:0_16:0_RT_22.993
312,0.0006444878170704373,Plasmanyl-PC O-32:1_RT_22.998
313,0.0001885606536769325,Plasmanyl-PC O-38:5_RT_23.005
314,0.002032018338447886,PC O-42:6_RT_23.02
315,0.0015343504180713478,Plasmanyl-PC O-38:4_RT_23.024
316,0.001177795524226958,Plasmenyl-PC P-18:0_20:3_RT_23.024
317,0.0012674468488421981,PC 38:2_RT_23.029
318,0.0009510204859042067,PC 38:3_RT_23.032
319,0.0024634134223175336,PC 33:2_RT_23.048
320,0.0009637544521265453,PC 40:5_RT_23.057
321,0.0004571167361865036,Plasmanyl-PC O-16:0_16:0_RT_23.059
322,0.0005760343106444338,DG 32:2_RT_23.06
323,0.0012927878044157114,Plasmanyl-PC O-35:2_RT_23.063
324,0.000731632844878548,PC 17:0_20:3_RT_23.063
